msa,quarter,industry,company,CIK,STREET1,city,state,zip,ENTITYTYPE,JURISDICTIONOFINC,ACCESSIONNUMBER
dallas,2023q4,Biotechnology,"Biowise Capital II, LLC",0001844785,"100 CRESCENT COURT,",dallas,TX,75201,Limited Liability Company,TEXAS,0001999472-23-000002
philadelphia,2023q4,Other Health Care,"Photon Effect, LLC",0002000521,32 PARKING LOT PLAZA,ardmore,PA,19003,Limited Liability Company,DELAWARE,0002000521-23-000001
pittsburgh,2023q4,Other Health Care,Noma AI Inc.,0001872335,ARSENAL BUILDING,pittsburgh,PA,15201,Corporation,DELAWARE,0000898432-23-000772
dallas,2023q4,Pharmaceuticals,Goodsprout Co LLC,0001905406,2733 CULLEN ST.,fort worth,TX,76107,Limited Liability Company,TEXAS,0001905406-23-000003
atlanta,2023q4,Other Health Care,"Focused Cryo, Inc",0001835523,3436 Clubland Drive,marietta,GA,30068,Corporation,GEORGIA,0001835523-23-000002
pittsburgh,2023q4,Pharmaceuticals,LIPELLA PHARMACEUTICALS INC.,0001347242,7800 SUSQUEHANNA STREET,pittsburgh,PA,15208,Corporation,DELAWARE,0001753926-23-001437
pittsburgh,2023q4,Pharmaceuticals,"Coeptis Therapeutics Holdings, Inc.",0001759186,"105 BRADFORD ROAD, SUITE 420",wexford,PA,15090,Corporation,DELAWARE,0001759186-23-000002
baltimore,2023q4,Other Health Care,"EpiWatch, Inc.",0001861587,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001861587-23-000002
atlanta,2023q4,Biotechnology,"AmpSport, Inc.",0001801202,1208 Conway Road,decatur,GA,30030,Corporation,DELAWARE,0001801202-23-000001
philadelphia,2023q4,Biotechnology,"Durin Technologies, Inc.",0001797306,107 GILBRETH PARKWAY,mullica hill,NJ,08062,Corporation,NEW JERSEY,0001797306-23-000002
baltimore,2023q4,Biotechnology,"ManaT Bio, Inc.",0001997857,1300 THAMES STREET,baltimore,MD,21231,Corporation,DELAWARE,0001997857-23-000001
dallas,2023q4,Other Health Care,"Contractual Holdco Management, LLC",0001998221,"301 COMMERCE STREET, SUITE 3300",fort worth,TX,76102,Limited Liability Company,DELAWARE,0001998221-23-000003
dallas,2023q4,Other Health Care,"Care Continuity, Inc.",0001385178,5525 N. MACARTHUR BLVD.,irving,TX,75038,Corporation,DELAWARE,0001385178-23-000005
philadelphia,2023q4,Biotechnology,"Interius BioTherapeutics, Inc.",0001807811,3401 Grays Ferry Ave,philadelphia,PA,19146,Corporation,DELAWARE,0001807811-23-000001
baltimore,2023q4,Biotechnology,"Astek Diagnostics, Inc.",0001972498,1450 South Rolling Road,baltimore,MD,21227,Corporation,DELAWARE,0001972498-23-000007
dallas,2023q4,Biotechnology,Alpha Cognition Inc.,0001655923,20073 FIDDLER'S GREEN,frisco,TX,75036,Corporation,"BRITISH COLUMBIA, CANADA",0001727689-23-000082
atlanta,2023q4,Other Health Care,"BLA Technology, LLC",0001522591,940 REGENCY CREST DRIVE,atlanta,GA,30331,Limited Liability Company,GEORGIA,0001522591-23-000001
pittsburgh,2023q4,Other Health Care,"Apollo Neuroscience, Inc.",0001735427,1942 FIFTH AVENUE,pittsburgh,PA,15219,Corporation,DELAWARE,0001735427-23-000003
pittsburgh,2023q4,Biotechnology,LyGenesis Inc.,0001739872,1710 Murray Ave,pittsburgh,PA,15217,Corporation,DELAWARE,0000898432-23-000706
atlanta,2023q4,Biotechnology,TendoNova Corp,0001774275,50 SATELLITE BLVD.,suwanee,GA,30024,Corporation,DELAWARE,0001774275-23-000002
philadelphia,2023q4,Other Health Care,"Reciprocity Health, Inc.",0001808242,406 HILLSIDE ROAD,wilmington,DE,19807,Corporation,DELAWARE,0001808242-23-000001
dallas,2023q4,Biotechnology,"EtiraRX, Inc.",0001996442,3033 IRVING BLVD.,dallas,TX,75247,Corporation,DELAWARE,0001996442-23-000001
dallas,2023q4,Other Health Care,"Wilson Creek Surgical Center, LLC",0001831348,8855 SYNERGY DRIVE,mckinney,TX,75070,Limited Liability Company,TEXAS,0001831348-23-000001
philadelphia,2023q4,Biotechnology,Avstera Therapeutics Corp.,0001878281,365 PHOENIXVILLE PIKE,malvern,PA,19355,Corporation,DELAWARE,0001878281-23-000001
philadelphia,2024q1,Other Health Care,"Toetal Solutions, Inc.",0001888204,300 APPLEBROOK DRIVE,malvern,PA,19355,Corporation,DELAWARE,0001888204-24-000001
dallas,2024q1,Other Health Care,"USRC Greater Atlanta Home Therapies, LLC",0002017215,5851 LEGACY CIR,plano,TX,75024,Limited Liability Company,DELAWARE,0002017215-24-000001
atlanta,2024q1,Biotechnology,Andson Biotech Inc.,0002017131,58 EDGEWOOD AVE NE,atlanta,GA,30303,Corporation,DELAWARE,0002017131-24-000001
pittsburgh,2024q1,Other Health Care,Moonstone Nutrition Inc.,0002014005,6425 LIVING PLACE,pittsburgh,PA,15206,Corporation,DELAWARE,0000898432-24-000232
philadelphia,2024q1,Pharmaceuticals,"Endo, Inc.",0002008861,1400 Atwater Drive,malvern,PA,19355,Corporation,DELAWARE,0000950123-24-002953
baltimore,2024q1,Biotechnology,Gliknik Inc,0001411569,801 WEST BALTIMORE STREET,baltimore,MD,21201,Corporation,DELAWARE,0001411569-24-000001
baltimore,2024q1,Other Health Care,Definitive Biotechnologies LLC,0001858315,"6810 DEERPATH ROAD, SUITE 405",elkridge,MD,21075,Limited Liability Company,DELAWARE,0001858315-24-000002
baltimore,2024q1,Other Health Care,Definitive Biotechnologies LLC,0001858315,"6810 DEERPATH ROAD, SUITE 405",elkridge,MD,21075,Limited Liability Company,DELAWARE,0001858315-24-000001
dallas,2024q1,Other Health Care,"LexaGene Life Sciences RD Investors, LLC",0002016398,3811 TURTLE CREEK BOULEVARD,dallas,TX,75219,Limited Liability Company,DELAWARE,0002016398-24-000001
atlanta,2024q1,Biotechnology,TendoNova Corp,0001774275,50 SATELLITE BLVD.,suwanee,GA,30024,Corporation,DELAWARE,0001774275-24-000003
philadelphia,2024q1,Other Health Care,"Centinel Spine, LLC",0001727729,900 Airport Road,west chester,PA,19380,Limited Liability Company,DELAWARE,0001727729-24-000001
philadelphia,2024q1,Other Health Care,OnCall Health Corp,0001843676,1575 N 52nd Street #801,philadelphia,PA,19131,Corporation,DELAWARE,0001843676-24-000001
baltimore,2024q1,Pharmaceuticals,"Pharmaceutics International, Inc.",0001684470,10819 Gilroy Road,hunt valley,MD,21030,Corporation,DELAWARE,0001684470-24-000001
atlanta,2024q1,Other Health Care,"Tabor.AI, Inc.",0002008806,3550 LENOX ROAD NE,atlanta,GA,30326,Corporation,DELAWARE,0002008806-24-000001
philadelphia,2024q1,Biotechnology,"Vytala, Inc.",0002013357,603 ONEIDA LANE,downingtown,PA,19335,Corporation,DELAWARE,0002013357-24-000002
philadelphia,2024q1,Biotechnology,"Sentrimed, Inc.",0002014313,107 GILBRETH PARKWAY,mullica hill,NJ,08062,Corporation,DELAWARE,0002014313-24-000001
dallas,2024q1,Pharmaceuticals,"ACTUATE THERAPEUTICS, INC.",0001652935,1751 RIVER RUN,fort worth,TX,76107,Corporation,DELAWARE,0001652935-24-000001
dallas,2024q1,Other Health Care,"Superior Organics Operations, LLC",0002013899,"13731 GOLDMARK DRIVE, UNIT 4105",dallas,TX,74105,Limited Liability Company,TEXAS,0002013899-24-000002
philadelphia,2024q1,Other Health Care,"Pace Surgical, Inc.",0001987157,300 APPLEBROOK DRIVE,malvern,PA,19355,Corporation,DELAWARE,0001987157-24-000001
dallas,2024q1,Other Health Care,"Superior Organics Operations, LLC",0002013899,"13731 GOLDMARK DRIVE, UNIT 4105",dallas,TX,74105,Limited Liability Company,TEXAS,0001376474-24-000121
atlanta,2024q1,Biotechnology,TendoNova Corp,0001774275,50 SATELLITE BLVD.,suwanee,GA,30024,Corporation,DELAWARE,0001774275-24-000002
dallas,2024q1,Other Health Care,"Park Hill Surgery Center, LLC",0001793287,3455 LOCKE AVENUE,fort worth,TX,76107,Limited Liability Company,TEXAS,0001793287-24-000001
atlanta,2024q1,Other Health Care,"Huxley Medical, Inc.",0001869701,"1465 NORTHSIDE DRIVE, SUITE 217",atlanta,GA,30318,Corporation,DELAWARE,0001869701-24-000001
atlanta,2024q1,Other Health Care,"Brij Medical, Inc.",0001872429,425 FRANKLIN GATEWAY SE,marietta,GA,30067,Corporation,DELAWARE,0001140361-24-010068
philadelphia,2024q1,Other Health Care,"Reciprocity Health, Inc.",0001808242,406 HILLSIDE ROAD,wilmington,DE,19807,Corporation,DELAWARE,0001808242-24-000001
philadelphia,2024q1,Other Health Care,"InSite Health, Inc.",0002012080,"FIVE GREENTREE CENTER, 525 ROUTE 73",marlton,NJ,08053,Corporation,DELAWARE,0002012080-24-000001
philadelphia,2024q1,Other Health Care,"Cagent Vascular, Inc.",0001612011,150 STRAFFORD AVENUE,wayne,PA,19087,Corporation,DELAWARE,0001878646-24-000006
philadelphia,2024q1,Pharmaceuticals,"Provell Pharmaceuticals, LLC",0001592082,1801 HORESHOE PIKE,honey brook,PA,19341,Limited Liability Company,PENNSYLVANIA,0001592082-24-000001
pittsburgh,2024q1,Biotechnology,Novasenta Inc.,0001936994,350 TECHNOLOGY DRIVE,pittsburgh,PA,15219,Corporation,DELAWARE,0001936994-24-000001
atlanta,2024q1,Other Health Care,"Pan-Am Acquisition, LLC",0002010634,2727 PACES FERRY ROAD SE,atlanta,GA,30339,Limited Liability Company,DELAWARE,0002010634-24-000001
atlanta,2024q1,Other Health Care,"Pan-Am Dental Holdings, LLC",0002010510,2727 PACES FERRY ROAD SE,atlanta,GA,30339,Limited Liability Company,DELAWARE,0002010510-24-000001
dallas,2024q1,Biotechnology,"Solenic Medical, Inc.",0001785410,4275 Kellway Cir.,addison,TX,75001,Corporation,DELAWARE,0001785410-24-000001
dallas,2024q1,Biotechnology,"Stingray Therapeutics, Inc.",0001759143,HEALTH WILDCATTERS INCUBATOR,dallas,TX,75247,Corporation,DELAWARE,0001759143-24-000001
dallas,2024q1,Other Health Care,"OnPoint Healthcare Partners, Inc.",0001921600,2201 LONG PRAIRIE RD.,flower mound,TX,75022,Corporation,TEXAS,0001104659-24-009015
philadelphia,2024q1,Biotechnology,"CorriXR Therapeutics, Inc.",0001938281,"550 S. College Avenue, Suite 107",newark,DE,19713,Corporation,DELAWARE,0001938281-24-000001
philadelphia,2024q1,Pharmaceuticals,"Reunion Neuroscience Management, Inc.",0002007993,257 S 25TH STREET,philadelphia,PA,19103,Corporation,DELAWARE,0002007993-24-000001
atlanta,2024q1,Other Health Care,"Rimidi, Inc.",0001556272,1417 DUTCH VALLEY PLACE NE,atlanta,GA,30324,Corporation,DELAWARE,0001556272-24-000001
atlanta,2024q1,Other Health Care,"PURSUANT HEALTH, INC.",0001412720,"817 WEST PEACHTREE STREET, NE",atlanta,GA,30308,Corporation,DELAWARE,0001412720-24-000003
baltimore,2024q1,Other Health Care,"EpiWatch, Inc.",0001861587,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001861587-24-000001
dallas,2024q1,Other Health Care,"North Texas Renal Management V, LLC",0001721564,"1505 LBJ Freeway, Suite 700",dallas,TX,75234,Limited Liability Company,TEXAS,0000895527-24-000005
dallas,2024q1,Other Health Care,North Texas Renal Management II LLC,0001657576,"1505 LBJ Freeway, Suite 700",dallas,TX,75234,Limited Liability Company,TEXAS,0000895527-24-000004
dallas,2024q1,Other Health Care,"North Texas Renal Management, LLC",0001600693,"1505 LBJ Freeway, Suite 700",dallas,TX,75234,Limited Liability Company,TEXAS,0000895527-24-000003
philadelphia,2024q1,Pharmaceuticals,EpiVario Inc.,0001753351,3401 GRAYS FERRY AVENUE BUILDING 176,philadelphia,PA,19146,Corporation,DELAWARE,0001905496-24-000001
philadelphia,2024q1,Other Health Care,"Advanta Health Solutions, Inc.",0002007056,"550 BROAD STREET, SUITE 804",newark,NJ,07102,Corporation,DELAWARE,0002007056-24-000001
atlanta,2024q1,Other Health Care,"Verdant Scientific, Inc.",0002007409,1290 HOLLY BANK CIRCLE,dunwoody,GA,30338,Corporation,DELAWARE,0002007409-24-000001
atlanta,2024q1,Biotechnology,TendoNova Corp,0001774275,50 SATELLITE BLVD.,suwanee,GA,30024,Corporation,DELAWARE,0001774275-24-000001
philadelphia,2024q1,Biotechnology,"MBF Therapeutics, Inc.",0001458729,640 WOODBROOK DRIVE,ambler,PA,19002,Corporation,DELAWARE,0001458729-24-000001
baltimore,2024q1,Other Health Care,"Novel Microdevices, Inc.",0001837242,101 WEST DICKMAN STREET,baltimore,MD,21230,Corporation,DELAWARE,0001837242-24-000002
atlanta,2024q1,Other Health Care,"Arthroba, Inc.",0001972133,3262 MILLWOOD TRAIL SE,smyrna,GA,30080,Corporation,DELAWARE,0001972133-24-000001
philadelphia,2024q1,Biotechnology,Zymeworks Inc.,0001937653,"108 PATRIOT DRIVE, SUITE A",middletown,DE,19709,Corporation,DELAWARE,0001937653-24-000002
philadelphia,2024q2,Biotechnology,Navrogen Inc.,0001756608,1837 UNIVERSITY CIR.,cheyney,PA,19319,Corporation,DELAWARE,0001756608-24-000002
dallas,2024q2,Other Health Care,Stride Healthcare Management LLC,0002023835,"12221 MERIT DRIVE, SUITE 620",dallas,TX,75251,Limited Liability Company,DELAWARE,0002023835-24-000001
pittsburgh,2024q2,Pharmaceuticals,"Coeptis Therapeutics Holdings, Inc.",0001759186,"105 BRADFORD ROAD, SUITE 420",wexford,PA,15090,Corporation,DELAWARE,0001683168-24-004523
pittsburgh,2024q2,Other Health Care,Renerva LLC,0001748198,2403 Sidney Street,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-24-000514
philadelphia,2024q2,Biotechnology,Navrogen Inc.,0001756608,1837 University Circle,cheyney,PA,19319,Corporation,DELAWARE,0001756608-24-000001
philadelphia,2024q2,Biotechnology,"Amplifi Vascular, Inc.",0001990753,C/O THE CORPORATION TRUST COMPANY,wilmington,DE,19801,Corporation,DELAWARE,0001990753-24-000001
dallas,2024q2,Other Health Care,"North Dallas Surgical Center, LLC",0001499622,17980 DALLAS PARKWAY,dallas,TX,75287,Limited Liability Company,DELAWARE,0001499622-24-000001
philadelphia,2024q2,Other Health Care,"Alta Smiles, Inc.",0002023426,"1300 VIRGINIA DRIVE, SUITE 119",fort washington,PA,19034,Corporation,DELAWARE,0002023426-24-000001
baltimore,2024q2,Other Health Care,"BC3 Technologies, Inc.",0002026343,3701A Southwestern Boulevard,baltimore,MD,21229,Corporation,DELAWARE,0002026343-24-000001
baltimore,2024q2,Pharmaceuticals,"Pharmaceutics International, Inc.",0001684470,10819 GILROY ROAD,hunt valley,MD,21030,Corporation,DELAWARE,0001684470-24-000002
philadelphia,2024q2,Other Health Care,"NexEos Diagnostics, Inc.",0001783828,11 KYLE DRIVE,chester springs,PA,19426,Corporation,DELAWARE,0001783828-24-000002
dallas,2024q2,Pharmaceuticals,"Osteal Therapeutics, Inc.",0001735936,835 Lyndon B. Johnson Fwy Ste 635,dallas,TX,75244,Corporation,DELAWARE,0001735936-24-000001
atlanta,2024q2,Other Health Care,"Zea Health, Inc.",0002022527,6395 HALCYON GARDEN DR.,alpharetta,GA,30005,Corporation,DELAWARE,0002022527-24-000001
atlanta,2024q2,Pharmaceuticals,"Inhibikase Therapeutics, Inc.",0001750149,"3350 RIVERWOOD PARKWAY SE, SUITE 1900",atlanta,GA,30339,Corporation,DELAWARE,0001750149-24-000002
baltimore,2024q2,Biotechnology,"AskY Therapeutics, Inc.",0001962108,12405 Hunters Glen,owings mills,MD,21117,Corporation,DELAWARE,0000950123-24-006105
baltimore,2024q2,Biotechnology,"Infinity Bio, Inc.",0001982572,6200 SEAFORTH ST.,baltimore,MD,21224,Corporation,UNITED STATES,0001982572-24-000002
philadelphia,2024q2,Biotechnology,"Interius BioTherapeutics, Inc.",0001807811,3401 GRAYS FERRY AVENUE,philadelphia,PA,19146,Corporation,DELAWARE,0001807811-24-000001
philadelphia,2024q2,Other Health Care,LF Bolt Corp.,0002025016,1209 ORANGE STREET,wilmington,DE,19801,Corporation,DELAWARE,0002025016-24-000002
baltimore,2024q2,Pharmaceuticals,"MyMD Pharmaceuticals, Inc.",0001321834,855 N. WOLFE STREET,baltimore,MD,21205,Corporation,DELAWARE,0001493152-24-022083
baltimore,2024q2,Pharmaceuticals,"MyMD Pharmaceuticals, Inc.",0001321834,855 N. WOLFE STREET,baltimore,MD,21205,Corporation,DELAWARE,0001493152-24-022082
dallas,2024q2,Other Health Care,"Legacy Trail Surgery Center, LLC",0001724688,7211 PRESTON ROAD,plano,TX,75024,Limited Liability Company,TEXAS,0001140361-24-028225
pittsburgh,2024q2,Biotechnology,"ECM Therapeutics, Inc.",0001743104,118 MARSHALL DRIVE,warrendale,PA,15086,Corporation,DELAWARE,0001743104-24-000001
atlanta,2024q2,Biotechnology,TendoNova Corp,0001774275,50 SATELLITE BLVD.,suwanee,GA,30024,Corporation,DELAWARE,0001774275-24-000004
philadelphia,2024q2,Other Health Care,"Toetal Solutions, Inc.",0001888204,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001987157-24-000003
philadelphia,2024q2,Other Health Care,"InHomeTherapy, Inc.",0001865154,234 MALL BLVD,king of prussia,PA,19406,Corporation,DELAWARE,0001865154-24-000001
philadelphia,2024q2,Other Health Care,"Excision Medical, Inc.",0001955031,"50 THREE TUN ROAD, SUITE 2",malvern,PA,19355,Corporation,DELAWARE,0001955031-24-000002
philadelphia,2024q2,Other Health Care,"Excision Medical, Inc.",0001955031,"50 THREE TUN ROAD, SUITE 2",malvern,PA,19355,Corporation,DELAWARE,0001955031-24-000001
dallas,2024q2,Other Health Care,"Percipio Health, Inc.",0001957215,5904 LINDFIELD CT.,plano,TX,75093,Corporation,DELAWARE,0001957215-24-000001
baltimore,2024q2,Biotechnology,"Alphyn Biologics, Inc.",0001802325,3724 THOMAS POINT ROAD,annapolis,MD,21403,Limited Liability Company,DELAWARE,0001802325-24-000002
philadelphia,2024q2,Pharmaceuticals,Context Therapeutics Inc.,0001842952,2001 MARKET STREET,philadelphia,PA,19103,Corporation,DELAWARE,0001842952-24-000037
philadelphia,2024q2,Other Health Care,Attract Medical LLC,0001744074,43 S. LAKESIDE DR. W,medford,NJ,08055,Limited Liability Company,DELAWARE,0001744074-24-000001
philadelphia,2024q2,Biotechnology,"Praeventix, Inc.",0001952974,"665 STOCKTON DRIVE, SUITE 200H",exton,PA,19341,Corporation,DELAWARE,0001952974-24-000001
dallas,2024q2,Other Health Care,"ECPH, LLC",0001702434,4550 TRAVIS STREET,dallas,TX,75205,Limited Liability Company,DELAWARE,0001702434-24-000001
dallas,2024q2,Biotechnology,"Stingray Therapeutics, Inc.",0001759143,HEALTH WILDCATTERS INCUBATOR,dallas,TX,75247,Corporation,DELAWARE,0001759143-24-000002
atlanta,2024q2,Other Health Care,"GAINESVILLE SURGERY CENTER, L.P.",0000941125,1945 BEVERLY ROAD,gainesville,GA,30501,Limited Partnership,TENNESSEE,0000941125-24-000001
philadelphia,2024q2,Biotechnology,"StimuSIL, Inc.",0001939123,919 NORTH MARKET STREET,wilmington,DE,19801,Corporation,DELAWARE,0001939123-24-000001
philadelphia,2024q2,Other Health Care,"RxWare, Inc.",0001790134,1313 North Market Street,wilmington,DE,19801,Corporation,DELAWARE,0001790134-24-000004
philadelphia,2024q2,Pharmaceuticals,"Endo, Inc.",0002008861,1400 Atwater Drive,malvern,PA,19355,Corporation,DELAWARE,0000950123-24-003890
dallas,2024q2,Other Health Care,PRIME ER FUND I LLC,0002017332,2701 LITTLE ELM PKWY STE 100 - 446,little elm,TX,75078,Limited Liability Company,TEXAS,0001981165-24-000002
philadelphia,2024q2,Other Health Care,"Higia, Inc.",0001811218,300 Delaware Ave. Suite 210,wilmington,DE,19801,Corporation,DELAWARE,0001811218-24-000001
pittsburgh,2024q2,Other Health Care,"Apollo Neuroscience, Inc.",0001735427,1942 FIFTH AVENUE,pittsburgh,PA,15219,Corporation,DELAWARE,0001735427-24-000002
pittsburgh,2024q2,Other Health Care,Carmell Corp,0001842939,2403 Sidney Street,pittsburgh,PA,15203,Corporation,DELAWARE,0001842939-24-000008
pittsburgh,2024q2,Other Health Care,"Apollo Neuroscience, Inc.",0001735427,1942 FIFTH AVENUE,pittsburgh,PA,15219,Corporation,DELAWARE,0001735427-24-000001
baltimore,2024q2,Biotechnology,"Kubanda Cryotherapy, Inc.",0001853949,3600 CLIPPER MILL ROAD,baltimore,MD,21202,Corporation,DELAWARE,0001853949-24-000003
atlanta,2024q2,Biotechnology,"Mach5 Therapeutics, Inc.",0002018014,650 PONCE DE LEON AVE,atlanta,GA,30308,Corporation,DELAWARE,0002018014-24-000003
baltimore,2024q2,Biotechnology,"Kubanda Cryotherapy, Inc.",0001853949,3600 CLIPPER MILL ROAD,baltimore,MD,21202,Corporation,DELAWARE,0001853949-24-000002
dallas,2024q2,Other Health Care,Novaestiq Corp.,0001877943,1560 EAST SOUTHLAKE BOULEVARD,southlake,TX,76092,Corporation,DELAWARE,0001877943-24-000001
philadelphia,2024q2,Biotechnology,"Traws Pharma, Inc.",0001130598,12 Penns Trail,newtown,PA,18940,Corporation,DELAWARE,0000929638-24-001481
atlanta,2024q2,Other Health Care,"Huxley Medical, Inc.",0001869701,"1465 NORTHSIDE DRIVE, SUITE 217",atlanta,GA,30318,Corporation,DELAWARE,0001869701-24-000002
philadelphia,2024q2,Other Health Care,"Opyn Health, Inc.",0001683294,1950 BUTLER PIKE,conshohocken,PA,19428,Corporation,DELAWARE,0001104659-24-047357
philadelphia,2024q2,Other Health Care,ASC DENTAL VENTURES LLC,0001911161,4023 KENNET PIKE ROAD SUITE 925,wilmington,DE,19807,Limited Liability Company,DELAWARE,0001911161-24-000001
baltimore,2024q2,Biotechnology,"Alphyn Biologics, Inc.",0001802325,3724 THOMAS POINT ROAD,annapolis,MD,21403,Corporation,DELAWARE,0001802325-24-000001
atlanta,2024q2,Other Health Care,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,0001160740,6105 Peachtree Dunwoody Road,atlanta,GA,30328,Limited Partnership,GEORGIA,0001160740-24-000001
dallas,2024q2,Other Health Care,"Cariloop, Inc.",0001608368,2100 North Greenville Ave,richardson,TX,75082,Corporation,DELAWARE,0001608368-24-000001
pittsburgh,2024q2,Other Health Care,"Institute for Metabolic Education, LLC",0002019117,2660 MERRY OAK LANE,pittsburgh,PA,15241,Limited Liability Company,PENNSYLVANIA,0002019117-24-000001
pittsburgh,2024q2,Other Health Care,Advanced Optronics Inc,0002018950,4765 FORBES AVE,pittsburgh,PA,15213,Corporation,DELAWARE,0002018950-24-000002
dallas,2024q2,Other Health Care,"Chattanooga East Surgicenter, LLC",0002016893,13355 NOEL ROAD,dallas,TX,75240,Limited Liability Company,DELAWARE,0002016893-24-000001
dallas,2024q2,Biotechnology,"CESSATION THERAPEUTICS, INC.",0001926434,12200 Stemmons Freeway,dallas,TX,75234,Corporation,DELAWARE,0001926434-24-000001
atlanta,2024q2,Biotechnology,"Mach5 Therapeutics, Inc.",0002018014,650 PONCE DE LEON AVE,atlanta,GA,30308,Corporation,DELAWARE,0002018014-24-000002
dallas,2024q2,Pharmaceuticals,"TFF Pharmaceuticals, Inc.",0001733413,1751 RIVER RUN,fort worth,TX,76107,Corporation,DELAWARE,0001213900-24-029354
pittsburgh,2024q2,Biotechnology,"Swan NeuroTech, Inc.",0001807373,1007 FAWN VALLEY DRIVE,canonsburg,PA,15317,Corporation,PENNSYLVANIA,0001807373-24-000002
atlanta,2024q2,Other Health Care,"EarliTec Diagnostics, Inc.",0001911356,"755 COMMERCE DRIVE, SUITE 700",decatur,GA,30030,Corporation,DELAWARE,0001911356-24-000001
philadelphia,2024q3,Biotechnology,"Mid-Atlantic BioTherapeutics, Inc.",0001755678,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,DELAWARE,0001096906-24-001930
philadelphia,2024q3,Other Health Care,"Toetal Solutions, Inc.",0001888204,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001888204-24-000006
philadelphia,2024q3,Other Health Care,"Pace Surgical, Inc.",0001987157,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001888204-24-000005
pittsburgh,2024q3,Pharmaceuticals,"Revitalize Energy, Inc.",0002038521,6401 PENN AVE.,pittsburgh,PA,15206,Corporation,DELAWARE,0002038521-24-000001
philadelphia,2024q3,Other Health Care,"Waypoint Orthopedics, Inc.",0001828399,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001888204-24-000004
philadelphia,2024q3,Other Health Care,"Toetal Solutions, Inc.",0001888204,"7 GREAT VALLEY PARKWAY, SUITE 295",malvern,PA,19355,Corporation,DELAWARE,0001888204-24-000003
philadelphia,2024q3,Other Health Care,"Excision Medical, Inc.",0001955031,"50 THREE TUN ROAD, SUITE 2",malvern,PA,19355,Corporation,DELAWARE,0001955031-24-000004
dallas,2024q3,Other Health Care,"USRC Premier Midlothian, LLC",0002039023,5851 LEGACY CIR,plano,TX,75024,Limited Liability Company,DELAWARE,0002039023-24-000001
philadelphia,2024q3,Other Health Care,"ChemoMouthpiece, LLC",0001977151,3411 SILVERSIDE ROAD,wilmington,DE,19810,Limited Liability Company,DELAWARE,0001977151-24-000004
philadelphia,2024q3,Other Health Care,ARUSHA LLC,0001670891,460 CREAMERY WAY,exton,PA,19341,Limited Liability Company,PENNSYLVANIA,0001670891-24-000002
baltimore,2024q3,Biotechnology,Hunterian Medicine LLC,0001685325,2401 WEST BELVEDERE AVE.,baltimore,MD,21215,Limited Liability Company,DELAWARE,0001685325-24-000001
philadelphia,2024q3,Biotechnology,"Metabolics Pharma, Inc.",0002037862,2005 MARKET STREET,philadelphia,PA,19103,Corporation,DELAWARE,0001878646-24-000026
atlanta,2024q3,Other Health Care,"Falcon Hospice, L.P.",0001946789,"3350 RIVERWOOD PARKWAY, SUITE 1400",atlanta,GA,30339,Limited Partnership,DELAWARE,0001946789-24-000002
baltimore,2024q3,Biotechnology,"CoapTech, Inc.",0001823195,101 West Dickman Street,baltimore,MD,21230,Corporation,DELAWARE,0001823195-24-000001
baltimore,2024q3,Other Health Care,"NAVA HEALTH MD, INC.",0001932231,9755 PATUXENT WOODS DRIVE,columbia,MD,21046,Corporation,MARYLAND,0001014100-24-000044
baltimore,2024q3,Other Health Care,"Juniper Health Systems, Inc",0002035967,4801 YELLOWWOOD AVE,baltimore,MD,21209,Corporation,MARYLAND,0002035967-24-000001
baltimore,2024q3,Other Health Care,"NAVA HEALTH MD, INC.",0001932231,9755 PATUXENT WOODS DRIVE,columbia,MD,21046,Corporation,MARYLAND,0001014100-24-000043
dallas,2024q3,Other Health Care,"Greenway Surgicenter, LLC",0002035147,13355 NOEL ROAD,dallas,TX,75240,Limited Liability Company,DELAWARE,0002035147-24-000001
atlanta,2024q3,Biotechnology,TendoNova Corp,0001774275,"75 Fifth Street NW, Suite 2106",atlanta,GA,30308,Corporation,DELAWARE,0001774275-24-000005
dallas,2024q3,Other Health Care,"Texas Health Craig Ranch Surgery Center, LLC",0001574555,8080 STATE HIGHWAY 121,mckinney,TX,75070,Limited Liability Company,TEXAS,0001574555-24-000001
dallas,2024q3,Other Health Care,"Texas Health Surgery Center Chisolm Trail, LLC",0001821250,5900 Altamesa Blvd.,fort worth,TX,76132,Limited Liability Company,TEXAS,0001821250-24-000001
atlanta,2024q3,Biotechnology,Moonlight Therapeutics Inc.,0002033833,2785 STONE HALL DR.,marietta,GA,30062,Corporation,DELAWARE,0002033833-24-000001
